Date,Close,High,Low,Open,Volume,Symbol
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,
2019-01-01,500.4814758300781,503.2942119455546,495.6150829275829,502.3789655310694,9746670,RELIANCE.NS
2019-01-02,493.9632263183594,503.1603058863403,491.5523222860719,497.5795376624696,15628818,RELIANCE.NS
2019-01-03,487.8690490722656,497.62418768494496,486.6859343025705,494.4543234595547,16288287,RELIANCE.NS
2019-01-04,490.503173828125,493.09265689116853,482.66781716749074,489.9451148508845,18516544,RELIANCE.NS
2019-01-07,493.2265625,499.3430673538556,491.5523260594106,494.2310984037774,12060290,RELIANCE.NS
2019-01-08,493.1819152832031,495.5481448035208,489.32002819226295,493.3828165023636,12304389,RELIANCE.NS
2019-01-09,495.9052734375,498.69565739302453,490.5254365367058,496.4633621497565,12614237,RELIANCE.NS
2019-01-10,494.454345703125,496.0169704296926,492.44527379918514,494.56595749746805,8925160,RELIANCE.NS
2019-01-11,490.23529052734375,497.2670420457163,486.0162455768965,494.49898019460494,14139060,RELIANCE.NS
2019-01-14,489.6772155761719,491.3290998472263,485.03401616473946,488.8735808968823,8994060,RELIANCE.NS
2019-01-15,504.3433837890625,505.3925643237137,493.338134451783,493.338134451783,22011407,RELIANCE.NS
2019-01-16,507.1337890625,511.196577236298,504.65591803400923,506.7319270318997,13961606,RELIANCE.NS
2019-01-17,506.4864807128906,512.4913445705611,504.4997012631634,510.9510719268432,16379077,RELIANCE.NS
2019-01-18,528.7647094726562,531.2425804556203,506.8435593070668,512.8930669398635,56181172,RELIANCE.NS
2019-01-21,552.5833740234375,553.5879099148134,530.6845154337483,533.0730970972566,48206814,RELIANCE.NS
2019-01-22,551.4448852539062,556.7131402674426,544.5024236802047,550.418056842771,36207430,RELIANCE.NS
2019-01-23,547.4937744140625,555.4854170798809,545.573992001378,550.618964170628,19313542,RELIANCE.NS
2019-01-24,556.9364624023438,559.5036232931596,544.7258032598083,546.9134542155937,28775487,RELIANCE.NS
2019-01-25,556.2890625,564.637863505527,551.556603001083,558.2758419349577,18703992,RELIANCE.NS
2019-01-28,548.9447021484375,560.7312637346876,545.7525158362143,558.2980375254155,18744303,RELIANCE.NS
2019-01-29,540.5067138671875,549.8824031497337,536.3546356718673,549.5921826651874,20405845,RELIANCE.NS
